time_datetime,Pbss,Pbss_bus8_Bus8_bTX,Pbss_bus8_real,Pbss_bus8_ref_real,Pbss_ref,Phres,Phres_real,Phres_ref,Ptot_wind1_real,Pwind
15:45:50,-368.703643798828,-0.00534572371200328,-397.17961628505,2,4725.69094848633,3274.30905151367,3245.9137566929,8000,3643.09337297795,3643.0126953125
15:45:57,4330.6044921875,7.07586283631978,4324.47214047553,4725.69091796875,4746.13870239258,7979.55224609375,7974.46519653537,8000,3649.99305605984,3648.94775390625
15:46:03,4356.65869140625,7.12392892098047,4365.93404837854,4746.138671875,4733.5461730957,8012.59252929688,8020.43823810668,8000,3654.50418972814,3655.93383789062
15:46:09,4334.29833984375,7.08355777463119,4338.74362880889,4733.54638671875,4733.5461730957,7994.06762695312,7999.28396604726,8000,3660.54033723837,3659.76928710938
15:46:14,4335.14404296875,7.13042696529011,4358.99224948513,4733.54638671875,4733.5461730957,8000.29663085938,8024.30907165596,8000,3665.31682217083,3665.15258789062
15:46:19,4352.2451171875,7.08455333352289,4332.47423119952,4733.54638671875,4710.60134887695,8022.94482421875,8004.10693801833,8000,3671.63270681882,3670.69970703125
15:46:25,4310.48583984375,7.09162799797566,4327.60340569147,4710.6015625,4724.65139770508,7985.94995117188,8003.8988688337,8000,3676.29546314223,3675.46411132812
15:46:30,4342.9638671875,7.10241027904298,4348.65380202348,4724.6513671875,4701.02688598633,8023.62451171875,8029.22189628909,8000,3680.56809426562,3680.66064453125
15:46:35,4326.40185546875,7.03571855670857,4307.20839844774,4701.02685546875,4687.97756958008,8013.04931640625,7993.69573632791,8000,3686.48733788017,3686.6474609375
15:46:41,4297.64306640625,7.04321737411244,4310.32353952893,4687.9775390625,4699.36331176758,7988.6142578125,8001.23830129517,8000,3690.91476176624,3690.97119140625
15:46:46,4300.47216796875,7.07930725999279,4322.35718505681,4699.36328125,4699.36331176758,7996.78637695312,8018.98167952698,8000,3696.62449447017,3696.31420898438
15:46:51,4299.44482421875,7.07150707804116,4313.92113378508,4699.36328125,4699.36331176758,8001.6845703125,8016.25881706013,8000,3702.33768327505,3702.23974609375
15:46:57,4298.80859375,7.07916926331361,4322.97145835588,4699.36328125,4699.36331176758,8005.4599609375,8029.8609244313,8000,3706.88946607542,3706.6513671875
15:47:02,4298.78076171875,7.07860584743129,4321.09338938864,4699.36328125,4688.7473449707,8010.61596679688,8033.31637972716,8000,3712.22299033852,3711.83520507812
15:47:07,4300.78955078125,7.04289815943854,4310.37847487843,4688.74755859375,4669.97708129883,8018.77026367188,8027.23261758631,8000,3716.85414270788,3717.98071289062
15:47:13,4270.55615234375,7.01751246824967,4278.15651237308,4669.97705078125,4669.97708129883,7992.57568359375,8001.46347046264,8000,3723.30695808955,3722.01953125
15:47:18,4293.9697265625,6.99386329597972,4279.74587664066,4669.97705078125,4647.4426574707,8022.53442382812,8007.43379773284,8000,3727.68792109218,3728.56469726562
15:47:23,4248.208984375,6.95715506851169,4246.95318231142,4647.44287109375,4666.23733520508,7981.20532226562,7980.68912538942,8000,3733.73594307799,3732.99633789062
